country,state,date,confirmed,deaths,recovered
Afghanistan,N/A,2/24/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,2/25/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,2/26/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,2/27/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,2/28/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,2/29/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/1/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/2/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/3/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/4/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/5/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/6/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/7/2020 12:00:00 AM,1,0,0
Afghanistan,N/A,3/8/2020 12:00:00 AM,4,0,0
Afghanistan,N/A,3/9/2020 12:00:00 AM,4,0,0
Afghanistan,N/A,3/10/2020 12:00:00 AM,5,0,0
Afghanistan,N/A,3/11/2020 12:00:00 AM,7,0,0
Afghanistan,N/A,3/12/2020 12:00:00 AM,7,0,0
Afghanistan,N/A,3/13/2020 12:00:00 AM,7,0,0
Afghanistan,N/A,3/14/2020 12:00:00 AM,11,0,0
Afghanistan,N/A,3/15/2020 12:00:00 AM,16,0,0
Afghanistan,N/A,3/16/2020 12:00:00 AM,21,0,1
Afghanistan,N/A,3/17/2020 12:00:00 AM,22,0,1
Afghanistan,N/A,3/18/2020 12:00:00 AM,22,0,1
Albania,N/A,3/9/2020 12:00:00 AM,2,0,0
Albania,N/A,3/10/2020 12:00:00 AM,10,0,0
Albania,N/A,3/11/2020 12:00:00 AM,12,1,0
Albania,N/A,3/12/2020 12:00:00 AM,23,1,0
Albania,N/A,3/13/2020 12:00:00 AM,33,1,0
Albania,N/A,3/14/2020 12:00:00 AM,38,1,0
Albania,N/A,3/15/2020 12:00:00 AM,42,1,0
Albania,N/A,3/16/2020 12:00:00 AM,51,1,0
Albania,N/A,3/17/2020 12:00:00 AM,55,1,0
Albania,N/A,3/18/2020 12:00:00 AM,59,2,0
Algeria,N/A,2/25/2020 12:00:00 AM,1,0,0
Algeria,N/A,2/26/2020 12:00:00 AM,1,0,0
Algeria,N/A,2/27/2020 12:00:00 AM,1,0,0
Algeria,N/A,2/28/2020 12:00:00 AM,1,0,0
Algeria,N/A,2/29/2020 12:00:00 AM,1,0,0
Algeria,N/A,3/1/2020 12:00:00 AM,1,0,0
Algeria,N/A,3/2/2020 12:00:00 AM,3,0,0
Algeria,N/A,3/3/2020 12:00:00 AM,5,0,0
Algeria,N/A,3/4/2020 12:00:00 AM,12,0,0
Algeria,N/A,3/5/2020 12:00:00 AM,12,0,0
Algeria,N/A,3/6/2020 12:00:00 AM,17,0,0
Algeria,N/A,3/7/2020 12:00:00 AM,17,0,0
Algeria,N/A,3/8/2020 12:00:00 AM,19,0,0
Algeria,N/A,3/9/2020 12:00:00 AM,20,0,0
Algeria,N/A,3/10/2020 12:00:00 AM,20,0,0
Algeria,N/A,3/11/2020 12:00:00 AM,20,0,0
Algeria,N/A,3/12/2020 12:00:00 AM,24,1,8
Algeria,N/A,3/13/2020 12:00:00 AM,26,2,8
Algeria,N/A,3/14/2020 12:00:00 AM,37,3,12
Algeria,N/A,3/15/2020 12:00:00 AM,48,4,12
Algeria,N/A,3/16/2020 12:00:00 AM,54,4,12
Algeria,N/A,3/17/2020 12:00:00 AM,60,4,12
Algeria,N/A,3/18/2020 12:00:00 AM,74,7,12
Andorra,N/A,3/2/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/3/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/4/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/5/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/6/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/7/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/8/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/9/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/10/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/11/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/12/2020 12:00:00 AM,1,0,1
Andorra,N/A,3/13/2020 12:00:00 AM,1,0,0
Andorra,N/A,3/14/2020 12:00:00 AM,1,0,1
Andorra,N/A,3/15/2020 12:00:00 AM,1,0,1
Andorra,N/A,3/16/2020 12:00:00 AM,2,0,1
Andorra,N/A,3/17/2020 12:00:00 AM,39,0,1
Andorra,N/A,3/18/2020 12:00:00 AM,39,0,1
Antigua and Barbuda,N/A,3/13/2020 12:00:00 AM,1,0,0
Antigua and Barbuda,N/A,3/14/2020 12:00:00 AM,1,0,0
Antigua and Barbuda,N/A,3/15/2020 12:00:00 AM,1,0,0
Antigua and Barbuda,N/A,3/16/2020 12:00:00 AM,1,0,0
Antigua and Barbuda,N/A,3/17/2020 12:00:00 AM,1,0,0
Antigua and Barbuda,N/A,3/18/2020 12:00:00 AM,1,0,0
Argentina,N/A,3/3/2020 12:00:00 AM,1,0,0
Argentina,N/A,3/4/2020 12:00:00 AM,1,0,0
Argentina,N/A,3/5/2020 12:00:00 AM,1,0,0
Argentina,N/A,3/6/2020 12:00:00 AM,2,0,0
Argentina,N/A,3/7/2020 12:00:00 AM,8,0,0
Argentina,N/A,3/8/2020 12:00:00 AM,12,1,0
Argentina,N/A,3/9/2020 12:00:00 AM,12,1,0
Argentina,N/A,3/10/2020 12:00:00 AM,17,1,0
Argentina,N/A,3/11/2020 12:00:00 AM,19,1,0
Argentina,N/A,3/12/2020 12:00:00 AM,19,1,0
Argentina,N/A,3/13/2020 12:00:00 AM,31,2,0
Argentina,N/A,3/14/2020 12:00:00 AM,34,2,1
Argentina,N/A,3/15/2020 12:00:00 AM,45,2,1
Argentina,N/A,3/16/2020 12:00:00 AM,56,2,1
Argentina,N/A,3/17/2020 12:00:00 AM,68,2,3
Argentina,N/A,3/18/2020 12:00:00 AM,79,2,3
Armenia,N/A,3/1/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/2/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/3/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/4/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/5/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/6/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/7/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/8/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/9/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/10/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/11/2020 12:00:00 AM,1,0,0
Armenia,N/A,3/12/2020 12:00:00 AM,4,0,0
Armenia,N/A,3/13/2020 12:00:00 AM,8,0,0
Armenia,N/A,3/14/2020 12:00:00 AM,18,0,0
Armenia,N/A,3/15/2020 12:00:00 AM,26,0,0
Armenia,N/A,3/16/2020 12:00:00 AM,52,0,0
Armenia,N/A,3/17/2020 12:00:00 AM,78,0,1
Armenia,N/A,3/18/2020 12:00:00 AM,84,0,1
Australia,Australian Capital Territory,3/13/2020 12:00:00 AM,1,0,0
Australia,Australian Capital Territory,3/14/2020 12:00:00 AM,1,0,0
Australia,Australian Capital Territory,3/15/2020 12:00:00 AM,1,0,0
Australia,Australian Capital Territory,3/16/2020 12:00:00 AM,2,0,0
Australia,Australian Capital Territory,3/17/2020 12:00:00 AM,2,0,0
Australia,Australian Capital Territory,3/18/2020 12:00:00 AM,3,0,0
Australia,From Diamond Princess,2/21/2020 12:00:00 AM,4,0,0
Australia,From Diamond Princess,2/22/2020 12:00:00 AM,7,0,0
Australia,From Diamond Princess,2/23/2020 12:00:00 AM,7,0,0
Australia,From Diamond Princess,2/24/2020 12:00:00 AM,7,0,0
Australia,From Diamond Princess,2/25/2020 12:00:00 AM,7,0,0
Australia,From Diamond Princess,2/26/2020 12:00:00 AM,7,0,0
Australia,From Diamond Princess,2/27/2020 12:00:00 AM,8,0,0
Australia,From Diamond Princess,2/28/2020 12:00:00 AM,8,0,0
Australia,New South Wales,1/26/2020 12:00:00 AM,3,0,0
Australia,New South Wales,1/27/2020 12:00:00 AM,4,0,0
Australia,New South Wales,1/28/2020 12:00:00 AM,4,0,0
Australia,New South Wales,1/29/2020 12:00:00 AM,4,0,0
Australia,New South Wales,1/30/2020 12:00:00 AM,4,0,2
Australia,New South Wales,1/31/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/1/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/2/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/3/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/4/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/5/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/6/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/7/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/8/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/9/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/10/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/11/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/12/2020 12:00:00 AM,4,0,2
Australia,New South Wales,2/13/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/14/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/15/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/16/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/17/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/18/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/19/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/20/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/21/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/22/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/23/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/24/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/25/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/26/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/27/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/28/2020 12:00:00 AM,4,0,4
Australia,New South Wales,2/29/2020 12:00:00 AM,4,0,4
Australia,New South Wales,3/1/2020 12:00:00 AM,6,0,4
Australia,New South Wales,3/2/2020 12:00:00 AM,6,0,4
Australia,New South Wales,3/3/2020 12:00:00 AM,13,0,4
Australia,New South Wales,3/4/2020 12:00:00 AM,22,1,4
Australia,New South Wales,3/5/2020 12:00:00 AM,22,1,4
Australia,New South Wales,3/6/2020 12:00:00 AM,26,1,4
Australia,New South Wales,3/7/2020 12:00:00 AM,28,1,4
Australia,New South Wales,3/8/2020 12:00:00 AM,38,2,4
Australia,New South Wales,3/9/2020 12:00:00 AM,48,2,4
Australia,New South Wales,3/10/2020 12:00:00 AM,55,2,4
Australia,New South Wales,3/11/2020 12:00:00 AM,65,2,4
Australia,New South Wales,3/12/2020 12:00:00 AM,65,2,4
Australia,New South Wales,3/13/2020 12:00:00 AM,92,2,4
Australia,New South Wales,3/14/2020 12:00:00 AM,112,2,4
Australia,New South Wales,3/15/2020 12:00:00 AM,134,2,4
Australia,New South Wales,3/16/2020 12:00:00 AM,171,2,4
Australia,New South Wales,3/17/2020 12:00:00 AM,210,4,4
Australia,New South Wales,3/18/2020 12:00:00 AM,267,5,4
Australia,Northern Territory,3/4/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/5/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/10/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/11/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/12/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/13/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/14/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/15/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/16/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/17/2020 12:00:00 AM,1,0,0
Australia,Northern Territory,3/18/2020 12:00:00 AM,1,0,0
Australia,Queensland,1/29/2020 12:00:00 AM,1,0,0
Australia,Queensland,1/30/2020 12:00:00 AM,3,0,0
Australia,Queensland,1/31/2020 12:00:00 AM,2,0,0
Australia,Queensland,2/1/2020 12:00:00 AM,3,0,0
Australia,Queensland,2/2/2020 12:00:00 AM,2,0,0
Australia,Queensland,2/3/2020 12:00:00 AM,2,0,0
Australia,Queensland,2/4/2020 12:00:00 AM,3,0,0
Australia,Queensland,2/5/2020 12:00:00 AM,3,0,0
Australia,Queensland,2/6/2020 12:00:00 AM,4,0,0
Australia,Queensland,2/7/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/8/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/9/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/10/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/11/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/12/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/13/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/14/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/15/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/16/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/17/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/18/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/19/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/20/2020 12:00:00 AM,5,0,0
Australia,Queensland,2/21/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/22/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/23/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/24/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/25/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/26/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/27/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/28/2020 12:00:00 AM,5,0,1
Australia,Queensland,2/29/2020 12:00:00 AM,9,0,1
Australia,Queensland,3/1/2020 12:00:00 AM,9,0,1
Australia,Queensland,3/2/2020 12:00:00 AM,9,0,1
Australia,Queensland,3/3/2020 12:00:00 AM,11,0,1
Australia,Queensland,3/4/2020 12:00:00 AM,11,0,1
Australia,Queensland,3/5/2020 12:00:00 AM,13,0,8
Australia,Queensland,3/6/2020 12:00:00 AM,13,0,8
Australia,Queensland,3/7/2020 12:00:00 AM,13,0,8
Australia,Queensland,3/8/2020 12:00:00 AM,15,0,8
Australia,Queensland,3/9/2020 12:00:00 AM,15,0,8
Australia,Queensland,3/10/2020 12:00:00 AM,18,0,8
Australia,Queensland,3/11/2020 12:00:00 AM,20,0,8
Australia,Queensland,3/12/2020 12:00:00 AM,20,0,8
Australia,Queensland,3/13/2020 12:00:00 AM,35,0,8
Australia,Queensland,3/14/2020 12:00:00 AM,46,0,8
Australia,Queensland,3/15/2020 12:00:00 AM,61,0,8
Australia,Queensland,3/16/2020 12:00:00 AM,68,0,8
Australia,Queensland,3/17/2020 12:00:00 AM,78,0,8
Australia,Queensland,3/18/2020 12:00:00 AM,94,0,8
Australia,South Australia,2/1/2020 12:00:00 AM,1,0,0
Australia,South Australia,2/2/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/3/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/4/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/5/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/6/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/7/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/8/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/9/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/10/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/11/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/12/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/13/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/14/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/15/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/16/2020 12:00:00 AM,2,0,0
Australia,South Australia,2/17/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/18/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/19/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/20/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/21/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/22/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/23/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/24/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/25/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/26/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/27/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/28/2020 12:00:00 AM,2,0,2
Australia,South Australia,2/29/2020 12:00:00 AM,3,0,2
Australia,South Australia,3/1/2020 12:00:00 AM,3,0,2
Australia,South Australia,3/2/2020 12:00:00 AM,3,0,2
Australia,South Australia,3/3/2020 12:00:00 AM,3,0,2
Australia,South Australia,3/4/2020 12:00:00 AM,5,0,2
Australia,South Australia,3/5/2020 12:00:00 AM,5,0,2
Australia,South Australia,3/6/2020 12:00:00 AM,7,0,2
Australia,South Australia,3/7/2020 12:00:00 AM,7,0,2
Australia,South Australia,3/8/2020 12:00:00 AM,7,0,2
Australia,South Australia,3/9/2020 12:00:00 AM,7,0,2
Australia,South Australia,3/10/2020 12:00:00 AM,7,0,2
Australia,South Australia,3/11/2020 12:00:00 AM,9,0,2
Australia,South Australia,3/12/2020 12:00:00 AM,9,0,2
Australia,South Australia,3/13/2020 12:00:00 AM,16,0,3
Australia,South Australia,3/14/2020 12:00:00 AM,19,0,3
Australia,South Australia,3/15/2020 12:00:00 AM,20,0,3
Australia,South Australia,3/16/2020 12:00:00 AM,29,0,3
Australia,South Australia,3/17/2020 12:00:00 AM,29,0,3
Australia,South Australia,3/18/2020 12:00:00 AM,37,0,3
Australia,Tasmania,3/2/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/3/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/4/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/5/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/6/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/7/2020 12:00:00 AM,1,0,0
Australia,Tasmania,3/8/2020 12:00:00 AM,2,0,0
Australia,Tasmania,3/9/2020 12:00:00 AM,2,0,0
Australia,Tasmania,3/10/2020 12:00:00 AM,2,0,0
Australia,Tasmania,3/11/2020 12:00:00 AM,3,0,0
Australia,Tasmania,3/12/2020 12:00:00 AM,3,0,0
Australia,Tasmania,3/13/2020 12:00:00 AM,5,0,0
Australia,Tasmania,3/14/2020 12:00:00 AM,5,0,0
Australia,Tasmania,3/15/2020 12:00:00 AM,6,0,0
Australia,Tasmania,3/16/2020 12:00:00 AM,7,0,0
Australia,Tasmania,3/17/2020 12:00:00 AM,7,0,0
Australia,Tasmania,3/18/2020 12:00:00 AM,10,0,0
Australia,Victoria,1/26/2020 12:00:00 AM,1,0,0
Australia,Victoria,1/27/2020 12:00:00 AM,1,0,0
Australia,Victoria,1/28/2020 12:00:00 AM,1,0,0
Australia,Victoria,1/29/2020 12:00:00 AM,1,0,0
Australia,Victoria,1/30/2020 12:00:00 AM,2,0,0
Australia,Victoria,1/31/2020 12:00:00 AM,3,0,0
Australia,Victoria,2/1/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/2/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/3/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/4/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/5/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/6/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/7/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/8/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/9/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/10/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/11/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/12/2020 12:00:00 AM,4,0,0
Australia,Victoria,2/13/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/14/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/15/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/16/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/17/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/18/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/19/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/20/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/21/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/22/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/23/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/24/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/25/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/26/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/27/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/28/2020 12:00:00 AM,4,0,4
Australia,Victoria,2/29/2020 12:00:00 AM,7,0,4
Australia,Victoria,3/1/2020 12:00:00 AM,7,0,4
Australia,Victoria,3/2/2020 12:00:00 AM,9,0,4
Australia,Victoria,3/3/2020 12:00:00 AM,9,0,4
Australia,Victoria,3/4/2020 12:00:00 AM,10,0,4
Australia,Victoria,3/5/2020 12:00:00 AM,10,0,7
Australia,Victoria,3/6/2020 12:00:00 AM,10,0,7
Australia,Victoria,3/7/2020 12:00:00 AM,11,0,7
Australia,Victoria,3/8/2020 12:00:00 AM,11,0,7
Australia,Victoria,3/9/2020 12:00:00 AM,15,0,7
Australia,Victoria,3/10/2020 12:00:00 AM,18,0,7
Australia,Victoria,3/11/2020 12:00:00 AM,21,0,7
Australia,Victoria,3/12/2020 12:00:00 AM,21,0,7
Australia,Victoria,3/13/2020 12:00:00 AM,36,0,8
Australia,Victoria,3/14/2020 12:00:00 AM,49,0,8
Australia,Victoria,3/15/2020 12:00:00 AM,57,0,8
Australia,Victoria,3/16/2020 12:00:00 AM,71,0,8
Australia,Victoria,3/17/2020 12:00:00 AM,94,0,8
Australia,Victoria,3/18/2020 12:00:00 AM,121,0,8
Australia,Western Australia,2/29/2020 12:00:00 AM,2,0,0
Australia,Western Australia,3/1/2020 12:00:00 AM,2,1,0
Australia,Western Australia,3/2/2020 12:00:00 AM,2,1,0
Australia,Western Australia,3/3/2020 12:00:00 AM,2,1,0
Australia,Western Australia,3/4/2020 12:00:00 AM,2,1,0
Australia,Western Australia,3/5/2020 12:00:00 AM,3,1,0
Australia,Western Australia,3/6/2020 12:00:00 AM,3,1,0
Australia,Western Australia,3/7/2020 12:00:00 AM,3,1,0
Australia,Western Australia,3/8/2020 12:00:00 AM,3,1,0
Australia,Western Australia,3/9/2020 12:00:00 AM,4,1,0
Australia,Western Australia,3/10/2020 12:00:00 AM,6,1,0
Australia,Western Australia,3/11/2020 12:00:00 AM,9,1,0
Australia,Western Australia,3/12/2020 12:00:00 AM,9,1,0
Australia,Western Australia,3/13/2020 12:00:00 AM,14,1,0
Australia,Western Australia,3/14/2020 12:00:00 AM,17,1,0
Australia,Western Australia,3/15/2020 12:00:00 AM,17,1,0
Australia,Western Australia,3/16/2020 12:00:00 AM,28,1,0
Australia,Western Australia,3/17/2020 12:00:00 AM,31,1,0
Australia,Western Australia,3/18/2020 12:00:00 AM,35,1,0
Austria,N/A,2/25/2020 12:00:00 AM,2,0,0
Austria,N/A,2/26/2020 12:00:00 AM,2,0,0
Austria,N/A,2/27/2020 12:00:00 AM,3,0,0
Austria,N/A,2/28/2020 12:00:00 AM,3,0,0
Austria,N/A,2/29/2020 12:00:00 AM,9,0,0
Austria,N/A,3/1/2020 12:00:00 AM,14,0,0
Austria,N/A,3/2/2020 12:00:00 AM,18,0,0
Austria,N/A,3/3/2020 12:00:00 AM,21,0,0
Austria,N/A,3/4/2020 12:00:00 AM,29,0,0
Austria,N/A,3/5/2020 12:00:00 AM,41,0,0
Austria,N/A,3/6/2020 12:00:00 AM,55,0,0
Austria,N/A,3/7/2020 12:00:00 AM,79,0,0
Austria,N/A,3/8/2020 12:00:00 AM,104,0,0
Austria,N/A,3/9/2020 12:00:00 AM,131,0,2
Austria,N/A,3/10/2020 12:00:00 AM,182,0,4
Austria,N/A,3/11/2020 12:00:00 AM,246,0,4
Austria,N/A,3/12/2020 12:00:00 AM,302,1,4
Austria,N/A,3/13/2020 12:00:00 AM,504,1,6
Austria,N/A,3/14/2020 12:00:00 AM,655,1,6
Austria,N/A,3/15/2020 12:00:00 AM,860,1,6
Austria,N/A,3/16/2020 12:00:00 AM,1018,3,6
Austria,N/A,3/17/2020 12:00:00 AM,1332,3,1
Austria,N/A,3/18/2020 12:00:00 AM,1646,4,9
Azerbaijan,N/A,3/1/2020 12:00:00 AM,3,0,0
Azerbaijan,N/A,3/2/2020 12:00:00 AM,3,0,0
Azerbaijan,N/A,3/3/2020 12:00:00 AM,3,0,0
Azerbaijan,N/A,3/4/2020 12:00:00 AM,3,0,0
Azerbaijan,N/A,3/5/2020 12:00:00 AM,6,0,0
Azerbaijan,N/A,3/6/2020 12:00:00 AM,6,0,0
Azerbaijan,N/A,3/7/2020 12:00:00 AM,9,0,0
Azerbaijan,N/A,3/8/2020 12:00:00 AM,9,0,0
Azerbaijan,N/A,3/9/2020 12:00:00 AM,9,0,0
Azerbaijan,N/A,3/10/2020 12:00:00 AM,11,0,0
Azerbaijan,N/A,3/11/2020 12:00:00 AM,11,0,3
Azerbaijan,N/A,3/12/2020 12:00:00 AM,11,0,3
Azerbaijan,N/A,3/13/2020 12:00:00 AM,15,1,3
Azerbaijan,N/A,3/14/2020 12:00:00 AM,15,1,3
Azerbaijan,N/A,3/15/2020 12:00:00 AM,23,1,6
Azerbaijan,N/A,3/16/2020 12:00:00 AM,15,1,6
Azerbaijan,N/A,3/17/2020 12:00:00 AM,28,1,6
Azerbaijan,N/A,3/18/2020 12:00:00 AM,28,1,6
Bahrain,N/A,2/24/2020 12:00:00 AM,1,0,0
Bahrain,N/A,2/25/2020 12:00:00 AM,23,0,0
Bahrain,N/A,2/26/2020 12:00:00 AM,33,0,0
Bahrain,N/A,2/27/2020 12:00:00 AM,33,0,0
Bahrain,N/A,2/28/2020 12:00:00 AM,36,0,0
Bahrain,N/A,2/29/2020 12:00:00 AM,41,0,0
Bahrain,N/A,3/1/2020 12:00:00 AM,47,0,0
Bahrain,N/A,3/2/2020 12:00:00 AM,49,0,0
Bahrain,N/A,3/3/2020 12:00:00 AM,49,0,0
Bahrain,N/A,3/4/2020 12:00:00 AM,52,0,0
Bahrain,N/A,3/5/2020 12:00:00 AM,55,0,0
Bahrain,N/A,3/6/2020 12:00:00 AM,60,0,4
Bahrain,N/A,3/7/2020 12:00:00 AM,85,0,4
Bahrain,N/A,3/8/2020 12:00:00 AM,85,0,4
Bahrain,N/A,3/9/2020 12:00:00 AM,95,0,14
Bahrain,N/A,3/10/2020 12:00:00 AM,110,0,22
Bahrain,N/A,3/11/2020 12:00:00 AM,195,0,35
Bahrain,N/A,3/12/2020 12:00:00 AM,195,0,35
Bahrain,N/A,3/13/2020 12:00:00 AM,189,0,44
Bahrain,N/A,3/14/2020 12:00:00 AM,210,0,44
Bahrain,N/A,3/15/2020 12:00:00 AM,214,0,60
Bahrain,N/A,3/16/2020 12:00:00 AM,214,1,77
